Customer ID,Time with Company (in Months),Contract Type,Internet Service Provider,Total Charges,Predicted Churn,Risk Level,Predicted Probability
9985-MWVIX,1,Month-to-month,Fiber optic,70.15,Yes,3_High,0.8269384397225823
0871-OPBXW,2,Month-to-month,No,39.25,Yes,2_Medium,0.4572634648568853
7609-NRNCA,17,One year,No,280.85,No,1_Low,0.10594752206468042
5917-HBSDW,37,Month-to-month,No,683.75,No,1_Low,0.0740911088484895
0621-HJWXJ,63,Month-to-month,Fiber optic,5029.05,No,1_Low,0.33237805975878565
4844-JJWUY,1,Month-to-month,Fiber optic,86.0,Yes,3_High,0.8698935124352134
2560-WBWXF,68,Two year,No,1498.85,No,1_Low,0.0020838173811275947
6029-WTIPC,37,Month-to-month,Fiber optic,3744.05,Yes,3_High,0.8724799911001409
6741-EGCBI,30,Month-to-month,Fiber optic,2595.85,Yes,2_Medium,0.6856614856904503
5906-DVAPM,55,One year,DSL,4213.9,No,1_Low,0.07137309148967384
1047-RNXZV,43,Two year,No,876.15,No,1_Low,0.0074311904859251186
2233-TXSIU,17,One year,DSL,792.15,No,1_Low,0.32167671411322063
1623-NLDOT,42,One year,DSL,1445.3,No,1_Low,0.04561120405356379
9239-ZBZZV,6,Month-to-month,DSL,305.1,Yes,3_High,0.8436345886626125
5546-QUERU,13,One year,No,257.0,No,1_Low,0.1780942876602467
4373-MAVJG,14,Month-to-month,Fiber optic,1259.0,Yes,3_High,0.7646316354595312
4929-XIHVW,2,Month-to-month,Fiber optic,181.65,Yes,3_High,0.8623484693698491
9504-YAZWB,53,Two year,No,1048.45,No,1_Low,0.00358408713474338
5543-QDCRY,4,Month-to-month,DSL,234.85,Yes,3_High,0.803334655741715
2927-CVULT,53,Two year,Fiber optic,5566.4,No,1_Low,0.09477926617278615
2351-BKRZW,43,Two year,DSL,3254.35,No,1_Low,0.054698153929346245
5469-NUJUR,19,Two year,No,373.5,No,1_Low,0.049626702429462925
0164-XAIRP,24,Two year,No,470.2,No,1_Low,0.03196737781379543
0266-GMEAO,72,Two year,Fiber optic,8058.55,No,1_Low,0.13026152891714313
0118-JPNOY,26,Month-to-month,Fiber optic,2193.65,Yes,2_Medium,0.6762149388792222
9058-HRZSV,65,Month-to-month,Fiber optic,6126.15,No,1_Low,0.34419899451470276
2882-DDZPG,12,Month-to-month,No,227.45,No,1_Low,0.22619205805534706
9483-GCPWE,9,One year,No,190.25,No,1_Low,0.20095933330381124
5899-OUVKV,31,Month-to-month,Fiber optic,2979.2,Yes,3_High,0.7879731412898224
5360-LJCNJ,71,Two year,Fiber optic,7555.0,No,1_Low,0.23209115283869136
6905-NIQIN,1,Month-to-month,DSL,50.65,Yes,2_Medium,0.5682211559241673
9866-OCCKE,72,Two year,Fiber optic,8075.35,No,1_Low,0.1877916104129007
7075-BNDVQ,4,Month-to-month,DSL,135.75,Yes,2_Medium,0.5587733496162149
2952-QAYZF,5,Month-to-month,Fiber optic,424.15,Yes,3_High,0.8239738480060013
1685-VAYJF,11,Month-to-month,DSL,492.0,Yes,2_Medium,0.5216921319142739
7356-IWLFW,46,Month-to-month,Fiber optic,3769.7,Yes,2_Medium,0.5060917615322474
5766-XQXMQ,29,Month-to-month,DSL,1970.5,No,1_Low,0.21332025533838117
6961-MJKBO,47,Two year,No,943.0,No,1_Low,0.005216868827858795
3654-ARMGP,61,Two year,DSL,5321.25,No,1_Low,0.04199599813106531
2674-MLXMN,71,Month-to-month,Fiber optic,6951.15,Yes,2_Medium,0.6322281869077223
7901-IIDQV,24,One year,DSL,1242.25,No,1_Low,0.17158540418660845
1216-JWVUX,25,Month-to-month,Fiber optic,1901.05,Yes,2_Medium,0.693358067312102
5913-INRQV,34,One year,Fiber optic,3128.8,No,1_Low,0.2956320552571483
2568-OIADY,37,Month-to-month,Fiber optic,3762.0,Yes,3_High,0.8349319167900878
4937-QPZPO,61,One year,Fiber optic,6241.35,Yes,2_Medium,0.680825108942933
2335-GSODA,23,Two year,DSL,857.75,No,1_Low,0.049857616150101106
9766-HGEDE,17,One year,No,307.0,No,1_Low,0.09925888501970272
2171-UDMFD,32,Month-to-month,No,674.55,No,1_Low,0.09778554780340666
6164-HAQTX,71,Two year,DSL,3888.65,No,1_Low,0.004774010963953433
9957-YODKZ,6,Month-to-month,Fiber optic,457.1,Yes,3_High,0.8759579170697834
8390-FESFV,62,Two year,DSL,5193.2,No,1_Low,0.031435411349274
4566-QVRRW,11,Month-to-month,DSL,483.7,Yes,2_Medium,0.6473323144265889
5921-NGYRH,64,Month-to-month,Fiber optic,4764.0,No,1_Low,0.214759989370507
0071-NDAFP,25,Two year,No,630.6,No,1_Low,0.03625699592965607
2479-BRAMR,41,Month-to-month,Fiber optic,3273.55,Yes,2_Medium,0.45369212123574715
2207-NHRJK,1,Month-to-month,DSL,50.8,Yes,2_Medium,0.6603834528011727
7163-OCEQI,22,One year,DSL,1663.75,No,1_Low,0.34928905024020607
1023-BQXZE,57,Two year,DSL,4317.35,No,1_Low,0.04335062045020026
4537-CIBHB,9,One year,No,172.35,No,1_Low,0.182934912401272
4727-MCYZG,1,Month-to-month,DSL,55.55,Yes,2_Medium,0.6801332107656279
9361-YNQWJ,64,One year,No,1601.2,No,1_Low,0.008235528386951465
7669-LCRSD,12,Month-to-month,DSL,628.65,Yes,2_Medium,0.6533542963793298
0928-XUTSN,13,Month-to-month,Fiber optic,1011.8,Yes,3_High,0.8418800177323246
2876-VBBBL,1,Month-to-month,No,20.25,Yes,2_Medium,0.4756491893333
9142-XMYJH,29,Month-to-month,No,601.6,No,1_Low,0.08867595087681925
5539-TMZLF,1,Month-to-month,Fiber optic,69.75,Yes,3_High,0.8957940042711144
6339-TBELP,71,Two year,Fiber optic,6172.0,No,1_Low,0.07818019434709428
3753-TSEMP,15,Month-to-month,Fiber optic,1390.6,Yes,3_High,0.8330709451295424
5848-FHRFC,68,Two year,No,1386.9,No,1_Low,0.0011801371148391247
2800-QQUSO,42,Month-to-month,Fiber optic,4222.95,Yes,3_High,0.7686979563192514
2082-CEFLT,1,Month-to-month,DSL,45.6,Yes,3_High,0.7836740870675867
9773-PEQBZ,10,Month-to-month,Fiber optic,797.25,Yes,3_High,0.7837288087147869
6821-JPCDC,48,One year,Fiber optic,4692.95,Yes,2_Medium,0.517698816642169
9881-VCZEP,25,Month-to-month,DSL,1373.0,Yes,2_Medium,0.4048924555839857
9210-IAHGH,7,Month-to-month,DSL,450.8,Yes,2_Medium,0.5946895042289
9565-FLVCG,65,Two year,DSL,4459.15,No,1_Low,0.023016748915309224
5846-ABOBJ,71,Two year,No,1730.65,No,1_Low,0.0013385660987830952
8677-HDZEE,56,Month-to-month,Fiber optic,5916.95,Yes,2_Medium,0.5673359599690768
7024-OHCCK,2,Month-to-month,Fiber optic,170.85,Yes,3_High,0.9356730188048443
9626-VFRGG,41,Month-to-month,Fiber optic,3645.05,Yes,2_Medium,0.6556832552611704
2739-CCZMB,5,Month-to-month,No,122.0,No,1_Low,0.380386658438185
7950-XWOVN,11,Month-to-month,DSL,383.55,Yes,2_Medium,0.5000354618427805
3800-LYTRK,14,One year,DSL,795.15,No,1_Low,0.15111914553662836
4487-ZYJZK,38,One year,No,763.1,No,1_Low,0.02811257159090596
3006-XIMLN,2,Month-to-month,Fiber optic,193.8,Yes,3_High,0.8968048790030717
6435-SRWBJ,5,Month-to-month,Fiber optic,417.75,Yes,3_High,0.776961440470392
1474-JUWSM,58,One year,DSL,3972.25,No,1_Low,0.07725426537055842
3354-OADJP,8,One year,DSL,447.75,No,1_Low,0.17546993271184189
9862-KJTYK,19,Month-to-month,DSL,566.1,Yes,2_Medium,0.5964632387188858
4570-QHXHL,9,Month-to-month,DSL,405.7,Yes,2_Medium,0.6913482132097041
3219-JQRSL,72,Two year,DSL,6352.4,No,1_Low,0.020112072569947244
3156-QLHBO,2,Month-to-month,No,48.35,Yes,2_Medium,0.42556904498950254
9867-NNXLC,22,Month-to-month,No,470.2,No,1_Low,0.1734986801247757
2904-GGUAZ,72,Two year,Fiber optic,6052.25,No,1_Low,0.04916188179949682
8590-OHDIW,38,One year,No,749.35,No,1_Low,0.028148413908471438
9931-DCEZH,28,One year,DSL,1516.6,No,1_Low,0.13253207007122
5524-KHNJP,33,One year,DSL,2453.3,No,1_Low,0.19121478950547152
1580-BMCMR,19,Month-to-month,Fiber optic,1637.3,Yes,3_High,0.7796722104972011
1937-OTUKY,72,Two year,Fiber optic,7015.9,No,1_Low,0.07312728688316217
4403-BWPAY,14,One year,No,321.7,No,1_Low,0.20690942604077278
7696-CFTAT,37,Two year,No,726.1,No,1_Low,0.010601749200464737
2851-STERV,35,One year,DSL,2471.25,No,1_Low,0.2928015523256082
5095-AESKG,3,Month-to-month,Fiber optic,242.95,Yes,3_High,0.8039225732377847
9708-HPXWZ,5,Month-to-month,DSL,214.75,Yes,2_Medium,0.6426269355978051
2000-MPKCA,58,One year,Fiber optic,6332.75,Yes,2_Medium,0.5194997785994072
8681-ICONS,29,Month-to-month,No,654.85,No,1_Low,0.12264084910894373
6692-UDPJC,14,Month-to-month,Fiber optic,1301.0,Yes,3_High,0.8283067466989087
6180-YBIQI,5,Month-to-month,DSL,100.2,Yes,3_High,0.7042650107241623
4471-KXAUH,42,Month-to-month,Fiber optic,3588.4,Yes,2_Medium,0.5345701866305114
5287-QWLKY,71,Month-to-month,Fiber optic,7548.1,Yes,2_Medium,0.6085533771283855
5451-YHYPW,72,Two year,Fiber optic,8443.7,No,1_Low,0.17042231833709018
7206-GZCDC,1,Month-to-month,Fiber optic,69.25,Yes,3_High,0.8932143165308742
7279-BUYWN,41,Month-to-month,Fiber optic,4689.5,Yes,3_High,0.7854630485669943
7182-OVLBJ,62,Two year,Fiber optic,6638.35,No,1_Low,0.2908773180629307
9929-PLVPA,4,Month-to-month,No,94.5,No,1_Low,0.39134210795520824
7982-VCELR,36,Month-to-month,Fiber optic,3565.65,Yes,3_High,0.7044469711893266
8023-QHAIO,56,Month-to-month,Fiber optic,4275.75,No,1_Low,0.3285325616554392
9643-AVVWI,3,Month-to-month,Fiber optic,241.3,Yes,3_High,0.7211759787003069
8259-NFJTV,7,Month-to-month,DSL,246.6,Yes,2_Medium,0.41691440674361496
6645-MXQJT,2,Month-to-month,Fiber optic,184.15,Yes,3_High,0.8271416406886796
1024-GUALD,1,Month-to-month,DSL,24.8,Yes,3_High,0.8456275778490876
9940-RHLFB,1,Month-to-month,Fiber optic,75.3,Yes,3_High,0.8192187540459012
0684-AOSIH,1,Month-to-month,Fiber optic,95.0,Yes,3_High,0.846317851587347
6137-NICCO,6,Month-to-month,Fiber optic,518.75,Yes,3_High,0.7961365829904945
4536-PLEQY,12,Month-to-month,Fiber optic,999.8,Yes,3_High,0.7146104811261709
1310-QRITU,18,Month-to-month,DSL,913.3,Yes,2_Medium,0.6534397082883493
3520-FJGCV,72,Two year,Fiber optic,8126.65,No,1_Low,0.13258198377265717
6614-YWYSC,61,Two year,No,1501.75,No,1_Low,0.003216195687157802
5399-ZIMKF,5,Month-to-month,Fiber optic,383.65,Yes,3_High,0.812347867962794
7980-MHFLQ,72,Two year,No,1859.2,No,1_Low,0.0016018957501589591
6297-NOOPG,70,Two year,Fiber optic,7752.05,No,1_Low,0.24604990681320948
6777-TGHTM,53,One year,Fiber optic,5785.5,Yes,2_Medium,0.5449996295508062
6082-OQFBA,23,One year,No,436.9,No,1_Low,0.07717221631870852
1568-LJSZU,68,Two year,DSL,6392.85,No,1_Low,0.036533091689519785
5590-BYNII,22,Month-to-month,Fiber optic,2095.0,Yes,3_High,0.8276834022095179
7742-MYPGI,6,Month-to-month,DSL,297.35,Yes,2_Medium,0.5060841357166748
6188-UXBBR,38,One year,No,814.75,No,1_Low,0.03365635886420916
4223-BKEOR,21,One year,DSL,1336.8,No,1_Low,0.20932180200527037
1785-BPHTP,28,Month-to-month,Fiber optic,2289.9,Yes,3_High,0.7259972694870329
9013-AQORL,48,Month-to-month,DSL,2108.35,No,1_Low,0.14715455666194918
4283-FUTGF,19,Month-to-month,Fiber optic,1471.75,Yes,3_High,0.8316686298982373
7855-DIWPO,21,Month-to-month,Fiber optic,1493.2,Yes,3_High,0.7649654080463852
1932-UEDCX,33,Month-to-month,Fiber optic,3270.25,Yes,3_High,0.7703105624074295
9576-ANLXO,3,Month-to-month,Fiber optic,222.3,Yes,3_High,0.8035935059384574
8975-SKGRX,71,Two year,Fiber optic,8310.55,No,1_Low,0.13916199824342962
3985-HOYPM,26,One year,No,525.55,No,1_Low,0.0625339119456745
0354-VXMJC,23,Two year,No,426.65,No,1_Low,0.029682519427468437
5482-VXSXJ,22,Month-to-month,Fiber optic,2157.3,Yes,3_High,0.7554647827710953
7927-AUXBZ,30,Month-to-month,Fiber optic,2555.9,Yes,2_Medium,0.6241671297950574
5673-TIYIB,2,Month-to-month,DSL,77.15,Yes,2_Medium,0.5542046262576867
1422-DGUBX,32,One year,Fiber optic,2619.15,Yes,2_Medium,0.48868590669312517
3429-IFLEM,71,Two year,DSL,5550.1,No,1_Low,0.008911894391587214
7501-VTYLJ,2,Month-to-month,DSL,106.2,Yes,2_Medium,0.5831299598099021
6484-LATFU,68,Two year,No,1657.4,No,1_Low,0.0019349713691512835
7008-LZVOZ,66,Two year,No,1672.35,No,1_Low,0.003109725650082277
6261-RCVNS,42,One year,DSL,3160.55,No,1_Low,0.047019791334197154
6080-LNESI,51,Two year,No,1234.6,No,1_Low,0.006071346232614481
2068-WWXQZ,46,Two year,No,902.0,No,1_Low,0.005490772568953653
6137-MFAJN,48,Month-to-month,DSL,2104.55,No,1_Low,0.18792294040791632
7595-EUIVN,1,Month-to-month,Fiber optic,75.8,Yes,3_High,0.7919337761816022
7596-IIWYC,27,Two year,No,538.2,No,1_Low,0.02641190010477042
4324-AHJKS,5,Month-to-month,DSL,300.4,Yes,2_Medium,0.43156773454837155
3097-PYWXL,4,Month-to-month,No,82.9,Yes,2_Medium,0.5265978767985852
8450-JOVAH,2,Month-to-month,DSL,113.55,Yes,2_Medium,0.5826755772410139
5025-GOOKI,20,Month-to-month,No,347.65,No,1_Low,0.18399029715610374
6620-HVDUJ,24,Month-to-month,DSL,1440.75,No,1_Low,0.12196755005545251
6838-HVLXG,12,Month-to-month,No,246.7,No,1_Low,0.24457713068587505
4674-HGNUA,71,Two year,DSL,6457.15,No,1_Low,0.022475638602727617
9351-LZYGF,42,Month-to-month,DSL,2727.8,No,1_Low,0.10223963947684796
5115-GZDEL,72,Two year,DSL,4671.7,No,1_Low,0.0102406589875114
5641-DMBFJ,58,Two year,DSL,4916.4,No,1_Low,0.056899337381014777
4229-CZMLL,6,Month-to-month,Fiber optic,469.8,Yes,3_High,0.8848595458803064
4726-DLWQN,50,Month-to-month,DSL,3454.6,No,1_Low,0.20906279094683683
6496-SLWHQ,3,Month-to-month,Fiber optic,294.45,Yes,3_High,0.8960575236214967
2955-PSXOE,1,Month-to-month,No,20.2,Yes,2_Medium,0.4560450343089316
5018-LXQQG,30,Month-to-month,DSL,1923.5,No,1_Low,0.1591969616773205
9739-JLPQJ,72,Two year,Fiber optic,8670.1,No,1_Low,0.14918137048962918
5989-PGKJB,16,Month-to-month,Fiber optic,1340.1,Yes,3_High,0.781651128777536
6108-OQZDQ,4,Month-to-month,Fiber optic,384.5,Yes,3_High,0.8920687026718919
0074-HDKDG,25,One year,DSL,1611.0,No,1_Low,0.13886954698111323
8752-IMQOS,5,One year,No,85.1,No,1_Low,0.23124468372999807
7562-UXTPG,13,Month-to-month,Fiber optic,886.7,Yes,3_High,0.7482305545374797
7310-EGVHZ,1,Month-to-month,No,20.2,No,1_Low,0.3974737026218004
7801-KICAO,18,Month-to-month,Fiber optic,1345.75,Yes,3_High,0.8280870833117038
5016-LIPDW,57,One year,No,1061.6,No,1_Low,0.00726998119521539
5698-BQJOH,9,Month-to-month,Fiber optic,857.25,Yes,3_High,0.8907542432839546
0326-VDYXE,70,One year,Fiber optic,6982.5,Yes,2_Medium,0.5785185602879802
6625-FLENO,58,Two year,No,1185.95,No,1_Low,0.0024343418704588157
7268-IGMFD,18,Month-to-month,Fiber optic,1743.9,Yes,2_Medium,0.6790598181293908
8785-CJSHH,60,Month-to-month,Fiber optic,5985.75,Yes,3_High,0.7225144715845602
9959-WOFKT,71,Two year,Fiber optic,7382.25,No,1_Low,0.18318390690519945
8311-UEUAB,67,Two year,DSL,5229.45,No,1_Low,0.08073370733464343
3451-VAWLI,35,Two year,No,730.4,No,1_Low,0.013248490160489753
0723-FDLAY,44,One year,DSL,3704.15,No,1_Low,0.16835730368390855
3621-CHYVB,57,Month-to-month,DSL,2782.4,No,1_Low,0.05315741279908341
9444-JTXHZ,1,Month-to-month,Fiber optic,76.2,Yes,3_High,0.8111435651248511
8212-DJRCH,5,Month-to-month,Fiber optic,434.5,Yes,3_High,0.7109143508502865
7594-LZNWR,34,Month-to-month,Fiber optic,2275.1,Yes,2_Medium,0.5405902635158459
9317-WZPGV,2,Month-to-month,Fiber optic,159.4,Yes,3_High,0.8517996920836642
0886-QGENL,27,Month-to-month,Fiber optic,2754.45,Yes,3_High,0.776394200945696
9592-ERDKV,37,One year,DSL,2911.8,No,1_Low,0.20207247505364642
9134-WYRVP,51,One year,Fiber optic,4267.15,No,1_Low,0.2631425867432286
8292-ITGYJ,45,Two year,No,1138.8,No,1_Low,0.011320414265293904
9163-GHAYE,15,Month-to-month,DSL,736.8,Yes,2_Medium,0.4731298377155499
4530-NDRKU,42,One year,No,761.85,No,1_Low,0.037824862866225314
0895-UADGO,8,Two year,DSL,343.45,No,1_Low,0.18550092335282042
6218-KNUBD,6,Month-to-month,DSL,357.6,Yes,2_Medium,0.6602255745053299
4312-GVYNH,70,Two year,DSL,3370.2,No,1_Low,0.005575454067719508
2585-KTFRE,1,Month-to-month,DSL,70.45,No,1_Low,0.38870950282147476
4903-CNOZC,29,One year,DSL,1964.6,No,1_Low,0.21887899451001894
3494-JCHRQ,1,Month-to-month,Fiber optic,70.05,Yes,3_High,0.877717172986676
5777-KJIRB,40,One year,DSL,2023.55,No,1_Low,0.13114786182506186
5296-BFCYD,46,Two year,No,936.85,No,1_Low,0.008093616022171683
6061-GWWAV,41,One year,DSL,2894.55,No,1_Low,0.09888786943038413
2462-XIIJB,5,Month-to-month,Fiber optic,452.7,Yes,3_High,0.9000727543712614
9825-YCXWZ,41,One year,Fiber optic,4016.2,Yes,2_Medium,0.4610618342024875
0409-WTMPL,58,One year,Fiber optic,6526.65,Yes,2_Medium,0.44210045147903704
1839-UMACK,42,One year,No,949.85,No,1_Low,0.04145194241076357
4657-FWVFY,40,Month-to-month,Fiber optic,3915.4,Yes,2_Medium,0.6780384516051461
9624-EGDEQ,37,Two year,No,813.3,No,1_Low,0.01152510104388642
8017-LXHFA,23,Month-to-month,Fiber optic,2293.6,Yes,3_High,0.8463848723115194
3999-WRNGR,60,Month-to-month,DSL,3069.45,No,1_Low,0.23792449731286563
8695-WDYEA,1,Month-to-month,DSL,51.25,Yes,2_Medium,0.5277890701566699
1183-CANVH,23,One year,DSL,1347.15,No,1_Low,0.17982143669357473
1832-PEUTS,62,Two year,Fiber optic,5411.65,No,1_Low,0.20315638116924475
7860-UXCRM,63,Two year,DSL,4674.55,No,1_Low,0.009976532401137
8123-QBNAZ,36,Month-to-month,Fiber optic,3684.95,Yes,2_Medium,0.698867599320757
5242-UOWHD,45,Two year,No,929.2,No,1_Low,0.006783082712845402
7159-NOKYQ,67,Two year,Fiber optic,6368.2,No,1_Low,0.19701265468260423
9374-YOLBJ,1,Month-to-month,No,19.25,Yes,2_Medium,0.5115165865820857
4451-RWASJ,15,One year,No,239.75,No,1_Low,0.1566059824831134
0679-IDSTG,1,Month-to-month,Fiber optic,69.25,Yes,3_High,0.8960057533272751
5619-PTMIK,46,Month-to-month,DSL,2459.8,No,1_Low,0.16491958463651563
8807-OPMBM,55,Two year,No,1388.0,No,1_Low,0.006358963495829928
0415-MOSGF,1,Month-to-month,DSL,44.4,Yes,2_Medium,0.6460392585656712
4176-RELJR,67,Two year,No,1672.15,No,1_Low,0.0025704526726293853
8981-FJGLA,11,Month-to-month,Fiber optic,851.8,Yes,3_High,0.799525333004456
6408-WHTEF,72,Two year,DSL,6376.55,No,1_Low,0.025225365701821927
7363-QTBIW,9,Month-to-month,Fiber optic,769.1,Yes,3_High,0.8522630143475539
6968-URWQU,43,One year,DSL,2391.15,No,1_Low,0.1777403317304604
9906-NHHVC,65,Two year,DSL,3517.9,No,1_Low,0.0321240731481836
0471-LVHGK,41,One year,DSL,3001.2,No,1_Low,0.3827303640552838
1194-HVAIF,27,Month-to-month,Fiber optic,2462.55,Yes,3_High,0.7620062875233466
9531-NSBMR,36,One year,No,679.8,No,1_Low,0.036190282754580354
5306-BVTKJ,48,One year,DSL,2651.2,No,1_Low,0.07831162840091921
7789-CRUVC,61,Month-to-month,Fiber optic,5895.45,No,1_Low,0.25437765485189695
6060-QBMGV,70,Two year,No,1433.8,No,1_Low,0.0010381722318271859
7905-TVXTA,5,Month-to-month,DSL,352.65,Yes,2_Medium,0.5513976831795661
5171-EPLKN,27,Two year,No,470.0,No,1_Low,0.02148436992293161
6728-DKUCO,72,One year,Fiber optic,7303.05,Yes,2_Medium,0.44302564749589207
6339-RZCBJ,48,Two year,DSL,3771.5,No,1_Low,0.035023058233780206
1307-TVUFB,42,Month-to-month,Fiber optic,3344.1,Yes,2_Medium,0.5572685390316686
5032-MIYKT,1,Month-to-month,Fiber optic,70.7,Yes,3_High,0.8280730729473286
1017-FBQMM,62,One year,Fiber optic,6703.5,Yes,2_Medium,0.44828082632161514
2103-ZRXFN,1,Month-to-month,DSL,50.75,Yes,3_High,0.7056720510928532
9767-FFLEM,38,Month-to-month,Fiber optic,2625.25,Yes,2_Medium,0.5335891204448135
3320-VEOYC,14,Month-to-month,Fiber optic,1273.3,Yes,3_High,0.9191298003007009
4154-AQUGT,13,Month-to-month,Fiber optic,1169.35,Yes,2_Medium,0.6064485994361573
5315-CKEQK,28,One year,DSL,1381.8,Yes,2_Medium,0.43689481357397575
1447-PJGGA,57,Two year,Fiber optic,5464.65,No,1_Low,0.33595278508634824
1195-OIYEJ,13,Month-to-month,Fiber optic,1135.7,Yes,3_High,0.8826418390856801
4636-QRJKY,6,Month-to-month,Fiber optic,502.85,Yes,3_High,0.8136387139856301
8035-PWSEV,6,Month-to-month,Fiber optic,487.05,Yes,3_High,0.7520537023642279
2933-XEUJM,46,Two year,DSL,3593.8,No,1_Low,0.06806748007832632
7596-LDUXP,12,One year,Fiber optic,979.05,Yes,2_Medium,0.5813534452955652
0825-CPPQH,71,Two year,No,1372.45,No,1_Low,0.0008907727316901961
7632-YUTXB,25,One year,No,520.1,No,1_Low,0.06855117228736197
9578-FOMUK,15,Month-to-month,No,324.15,Yes,2_Medium,0.4205787620575639
6502-MJQAE,1,Month-to-month,Fiber optic,69.6,Yes,3_High,0.8770174152423775
7638-QVMVY,7,Month-to-month,Fiber optic,522.95,Yes,3_High,0.8770675205235687
1041-RXHRA,41,Month-to-month,Fiber optic,2868.05,Yes,2_Medium,0.4239765910682626
4567-AKPIA,41,One year,Fiber optic,4454.25,Yes,2_Medium,0.451273886528331
9742-XOKTS,67,One year,Fiber optic,6038.55,No,1_Low,0.14050542772028526
8481-YYXWG,5,Month-to-month,Fiber optic,461.7,Yes,3_High,0.7303394591897288
9257-AZMTZ,52,Two year,No,1078.75,No,1_Low,0.003775792834484286
4918-QLLIW,3,Month-to-month,DSL,188.7,Yes,2_Medium,0.6837222109031629
5339-TJFEK,62,Month-to-month,Fiber optic,6487.2,Yes,2_Medium,0.6722715437157032
7284-ZZLOH,45,Two year,DSL,2296.25,No,1_Low,0.01756058658881483
0345-XMMUG,46,Two year,Fiber optic,4854.3,No,1_Low,0.1987195805709127
9057-MSWCO,27,Month-to-month,DSL,805.1,No,1_Low,0.28182684588245127
0302-JOIVN,8,Month-to-month,Fiber optic,842.9,Yes,3_High,0.789980424174544
5397-TUPSH,65,One year,Fiber optic,4555.2,No,1_Low,0.19249838164140737
3339-EAQNV,72,One year,Fiber optic,7133.1,Yes,2_Medium,0.46898006572897344
4884-ZTHVF,8,Month-to-month,Fiber optic,713.6,Yes,3_High,0.8656771678706051
1985-MBRYP,43,Two year,No,779.25,No,1_Low,0.008212076326747367
9142-KZXOP,44,Month-to-month,Fiber optic,2958.95,No,1_Low,0.3965960134132468
8008-OTEZX,35,One year,No,708.8,No,1_Low,0.03466512600607411
1621-YNCJH,36,Two year,Fiber optic,3834.4,No,1_Low,0.12292587391119997
4712-AUQZO,18,Month-to-month,DSL,550.35,No,1_Low,0.3400303442210869
9025-ZRPVR,9,Month-to-month,No,185.6,No,1_Low,0.34170401980925236
9526-BIHHD,1,Month-to-month,DSL,29.7,Yes,2_Medium,0.6503940753954823
4482-FTFFX,5,Month-to-month,DSL,291.45,Yes,2_Medium,0.5171028386289283
9786-IJYDL,35,Two year,Fiber optic,3914.05,No,1_Low,0.17577122638900283
4404-HIBDJ,25,One year,DSL,1863.8,No,1_Low,0.09174373740100866
1628-BIZYP,1,Month-to-month,Fiber optic,85.0,Yes,3_High,0.8482560330514873
2873-ZLIWT,40,Month-to-month,Fiber optic,3303.05,Yes,2_Medium,0.561085557463792
6326-MTTXK,8,Month-to-month,Fiber optic,819.55,Yes,3_High,0.8616695627620198
2373-NTKOD,8,Month-to-month,DSL,546.45,Yes,3_High,0.7992800374831347
4598-XLKNJ,25,Month-to-month,Fiber optic,2514.5,Yes,3_High,0.8007740741637275
6633-SYEUS,23,Month-to-month,Fiber optic,2032.3,No,1_Low,0.3700634463156113
3996-ZNWYK,71,Two year,No,1388.45,No,1_Low,0.00125240331237588
3934-HXCFZ,23,Month-to-month,Fiber optic,2186.4,Yes,2_Medium,0.6840589516980725
1092-GANHU,17,Month-to-month,Fiber optic,1313.55,Yes,3_High,0.7811963529310098
5934-TSSAU,23,Month-to-month,Fiber optic,1702.9,Yes,2_Medium,0.6513917474653409
9391-TTOYH,23,Month-to-month,No,470.2,No,1_Low,0.16084283765741542
3853-LYGAM,17,Month-to-month,Fiber optic,1640.0,Yes,2_Medium,0.6764526057598227
3130-ICDUP,2,Month-to-month,Fiber optic,188.1,Yes,3_High,0.7516836345588589
7964-YESJC,24,Month-to-month,DSL,1559.45,No,1_Low,0.219775701694086
6458-CYIDZ,5,Month-to-month,Fiber optic,374.8,Yes,2_Medium,0.6981312573855818
9633-DENPU,47,Month-to-month,DSL,2723.4,No,1_Low,0.17421335117787204
6921-OZMFH,5,Month-to-month,DSL,259.4,Yes,2_Medium,0.5889345764791561
7379-POKDZ,3,Month-to-month,Fiber optic,208.85,Yes,3_High,0.8593993346645147
5449-FIBXJ,19,Month-to-month,Fiber optic,2012.7,Yes,3_High,0.7775599487547857
5392-AKEMH,12,Month-to-month,DSL,523.1,Yes,2_Medium,0.6569806687050009
3243-ZHOHY,16,One year,No,296.15,No,1_Low,0.1158797315732854
1047-NNCBF,20,Month-to-month,Fiber optic,1493.55,Yes,2_Medium,0.659585937437561
4129-LYCOI,67,Two year,Fiber optic,7039.05,No,1_Low,0.2770294589149894
2135-RXIHG,1,Month-to-month,DSL,45.65,Yes,3_High,0.7837965694100529
8485-GJCDN,5,Month-to-month,Fiber optic,318.5,Yes,3_High,0.8263469822681991
0997-YTLNY,19,Month-to-month,DSL,953.65,No,1_Low,0.3078723393639546
1193-RTSLK,38,Month-to-month,Fiber optic,3233.6,No,1_Low,0.35474057671013964
5443-SCMKX,58,One year,Fiber optic,5610.15,Yes,2_Medium,0.4628365715390437
2937-FTHUR,18,Month-to-month,DSL,1166.7,Yes,2_Medium,0.5537553780388837
8901-UPRHR,72,Two year,Fiber optic,7711.45,No,1_Low,0.15702612800670923
